Fold,Epoch,Train Loss,Train Acc,Train F1,Val Loss,Val Acc,Val F1,Val Precision,Val Recall
1,1,0.6406069079110789,0.6314043494286767,0.6228009700043534,0.6198916554450988,0.6589403973509934,0.6540977501686676,0.6545830477805268,0.6589403973509934
1,2,0.5534564852714539,0.7172871360117951,0.7118329053931853,0.5373064935207367,0.7119205298013245,0.6996340532042219,0.7164422870960946,0.7119205298013245
1,3,0.5032966400301734,0.7626244010320679,0.7594585560360976,0.4974935293197632,0.7516556291390728,0.7506133104379088,0.75039302387535,0.7516556291390728
1,4,0.46337261726689893,0.7817913748617766,0.7800958846779084,0.4773545920848846,0.7715231788079471,0.7687181272174537,0.7710107389036691,0.7715231788079471
1,5,0.44853869704313054,0.790269074824917,0.7878052361006301,0.47451194524765017,0.7748344370860927,0.7648630505472741,0.7892238650170268,0.7748344370860927
1,6,0.4243152515832768,0.8109104312569112,0.8097238239360538,0.485438472032547,0.7649006622516556,0.7532907134065888,0.7810252167155423,0.7649006622516556
1,7,0.41287278851797415,0.8109104312569112,0.8094582920668113,0.5912915885448455,0.7516556291390728,0.7410638389691568,0.7617515591503494,0.7516556291390728
1,8,0.40518888969754063,0.8142277921120531,0.8129170745042958,0.4637421727180481,0.7913907284768212,0.7866027357644813,0.7954731620241199,0.7913907284768212
1,9,0.39055468384609665,0.8249170659786215,0.8240504066204904,0.4735111236572266,0.7781456953642384,0.7745459835886227,0.7788888835989164,0.7781456953642384
1,10,0.3959724854591281,0.8149649834131957,0.8139739820623643,0.5040911912918091,0.7814569536423841,0.7772027786576696,0.7834714953920252,0.7814569536423841
1,11,0.3895452216614124,0.8282344268337634,0.8275592778573692,0.47183720469474794,0.7814569536423841,0.7731669241232807,0.7927471642578477,0.7814569536423841
1,12,0.3692550984926002,0.8389237007003317,0.838228394142947,0.49666727185249326,0.7947019867549668,0.7950876091412052,0.7957537982080249,0.7947019867549668
1,13,0.3599972104610399,0.8433468485071877,0.842719102722911,0.49948577880859374,0.7649006622516556,0.765906599692982,0.7689406107259805,0.7649006622516556
1,14,0.3577582077231518,0.8422410615554736,0.8415723489842425,0.49289976954460146,0.7847682119205298,0.7841487734595267,0.783967355748884,0.7847682119205298
1,15,0.3579114460667899,0.8370807224474751,0.8369818959760849,0.45061646699905394,0.7913907284768212,0.7884287209769522,0.7920576392209627,0.7913907284768212
1,16,0.34070806655772895,0.8440840398083302,0.8434592481218619,0.4332542419433594,0.7947019867549668,0.7919869283073125,0.7951986754966888,0.7947019867549668
1,17,0.32174240537854126,0.8595650571323259,0.8591285777387248,0.43907134532928466,0.8112582781456954,0.8089410616144183,0.8120203001795179,0.8112582781456954
1,18,0.3182878213566403,0.8658311831920383,0.8654239701664732,0.492535138130188,0.8079470198675497,0.8075139999808875,0.8073697399720122,0.8079470198675497
1,19,0.32075182088585785,0.8562476962771839,0.8559139296340511,0.4438931167125702,0.8112582781456954,0.8123284577899205,0.8198097098271055,0.8112582781456954
1,20,0.30836447518925336,0.8569848875783266,0.8565921420663839,0.4861153244972229,0.7980132450331126,0.7938522189538647,0.8014340331503851,0.7980132450331126
1,21,0.2864727426406949,0.8691485440471802,0.8687798103283088,0.46666300892829893,0.7980132450331126,0.7984757773965075,0.7993781428374024,0.7980132450331126
1,22,0.27603885427463887,0.8765204570586067,0.8761185429257597,0.49217520356178285,0.8079470198675497,0.8090659232253412,0.8187463692343442,0.8079470198675497
1,23,0.2788663593142532,0.8772576483597494,0.8770150615528842,0.4745302379131317,0.8311258278145696,0.8290525288129006,0.8325250808174424,0.8311258278145696
1,24,0.2697985740595086,0.8920014743826022,0.8917880271321175,0.501439893245697,0.804635761589404,0.8055658093980721,0.8094768413212826,0.804635761589404
