Fold,Epoch,Train Loss,Train Acc,Train F1,Val Loss,Val Acc,Val F1,Val Precision,Val Recall
1,1,0.9527337953101757,0.549576115001843,0.4798783485754253,0.9605939626693726,0.5529801324503312,0.5571328376352209,0.5857935171019378,0.5529801324503312
1,2,0.806326896645302,0.6365646885366752,0.6230908674169603,0.9650588989257812,0.5033112582781457,0.5087131748150222,0.6483885692374066,0.5033112582781457
1,3,0.7557798485423244,0.6619977884260966,0.6541399947430245,0.8128795146942138,0.6456953642384106,0.6478429552733513,0.6650321469486147,0.6456953642384106
1,4,0.7050068530925485,0.6900110578695171,0.6843204891752231,0.741611385345459,0.6754966887417219,0.6793448968942415,0.6989366133810843,0.6754966887417219
1,5,0.6627806244894515,0.7172871360117951,0.7132047534905558,0.6589839458465576,0.695364238410596,0.6937683289995222,0.701616010447415,0.695364238410596
1,6,0.6371383355107418,0.7187615186140803,0.7145648555162731,0.6768917679786682,0.7086092715231788,0.7089586268398883,0.7127365979119412,0.7086092715231788
1,7,0.6135889028393945,0.7475119793586436,0.7448829166547506,0.7253466129302979,0.6754966887417219,0.6774403716646686,0.6942493399092187,0.6754966887417219
1,8,0.5763490560442902,0.7541467010689273,0.7518136555515957,0.7268214702606202,0.6456953642384106,0.6380382657079181,0.6815702918173859,0.6456953642384106
1,9,0.5676621427369672,0.7585698488757833,0.7553991263689555,0.706935453414917,0.6854304635761589,0.68679472748532,0.7008749600133565,0.6854304635761589
1,10,0.5732437635577002,0.7478805750092149,0.7454232591210587,0.6627720713615417,0.6788079470198676,0.6752078128096207,0.6959572442992482,0.6788079470198676
1,11,0.5468401998974556,0.7729450792480649,0.7707189836314207,0.6689386487007141,0.6920529801324503,0.6898441907666869,0.6949256475800825,0.6920529801324503
1,12,0.5198250690171885,0.7810541835606339,0.7789557310444684,0.6737989366054535,0.6986754966887417,0.6998901210181654,0.7044954947662389,0.6986754966887417
1,13,0.5138531646063161,0.7795798009583487,0.7778793030870444,0.6326363861560822,0.7350993377483444,0.7347608819920876,0.7350033261697436,0.7350993377483444
1,14,0.5193087971487711,0.7755252488020641,0.7736421937419592,0.6879988789558411,0.6721854304635762,0.6710276072515731,0.6783752113202365,0.6721854304635762
