Epoch,Train Loss,Train Acc,Train F1,Val Loss,Val Acc,Val F1,Val Precision,Val Recall
1,0.9650397246534174,0.5542427497314716,0.47516459869027466,0.9269702315330506,0.6012861736334405,0.5455274437149746,0.6418505015193052,0.6012861736334405
2,0.8695824891328812,0.6050841389187254,0.5672974710801978,0.8279080033302307,0.6237942122186495,0.6191344202630163,0.6195183125247434,0.6237942122186495
3,0.7793018574064429,0.6501969208736126,0.6383438845445035,0.9177165389060974,0.5337620578778135,0.4917342317220204,0.6015275866532237,0.5337620578778135
4,0.7577710788358342,0.6459004654493377,0.6387548618635386,0.7186385869979859,0.6688102893890675,0.6585928160609085,0.6718154165217141,0.6688102893890675
5,0.7186931561339985,0.6620121732903688,0.6567678210205435,0.7150698900222778,0.6977491961414791,0.6913585876189304,0.6978734555904974,0.6977491961414791
6,0.7004033557393334,0.6860007160759041,0.6800648102325775,0.7809285998344422,0.594855305466238,0.5944475422440242,0.623718128707939,0.594855305466238
7,0.6860584237358787,0.6895810955961332,0.6860656345697653,0.6737798571586608,0.6913183279742765,0.6917563120511585,0.6925632268844907,0.6913183279742765
8,0.6683255203745582,0.7085571070533476,0.7060774267244159,0.6930407762527466,0.6720257234726688,0.672275262179374,0.672580508757288,0.6720257234726688
9,0.6514023935252969,0.7089151450053706,0.706862879649252,0.6989790916442871,0.662379421221865,0.6613090053376758,0.6744365583502231,0.662379421221865
10,0.6269470026547258,0.728249194414608,0.7260083289066211,0.6910574197769165,0.684887459807074,0.6854657552944465,0.6864421663478465,0.684887459807074
11,0.6275695596228946,0.7221625492302184,0.7201847128706012,0.7004254817962646,0.6366559485530546,0.6367975110831215,0.6458565160704901,0.6366559485530546
12,0.6172389293258841,0.7296813462226996,0.7282333988375822,0.6661755919456482,0.6913183279742765,0.6923386763449909,0.7011015155545919,0.6913183279742765
13,0.6182239617813717,0.7314715359828142,0.7296243125602659,0.6547827363014221,0.6913183279742765,0.6919885549519426,0.6956539585703861,0.6913183279742765
14,0.5995991121638905,0.740422484783387,0.7392707426193798,0.6475624799728393,0.7427652733118971,0.7415445822210313,0.7428870004593477,0.7427652733118971
15,0.5926282168789343,0.7418546365914787,0.7395889412267252,0.6400490760803222,0.7009646302250804,0.7014486273390899,0.7024539422312999,0.7009646302250804
16,0.6019892414862459,0.7432867883995704,0.7419720137145379,0.6888957381248474,0.6655948553054662,0.6653416006837056,0.6795477943250409,0.6655948553054662
17,0.5821174017407678,0.7468671679197995,0.7446400056442161,0.6680811524391175,0.6752411575562701,0.6748840050959543,0.6919009475055542,0.6752411575562701
