Epoch,Train Loss,Train Acc,Train F1,Val Loss,Val Acc,Val F1,Val Precision,Val Recall
1,1.007471497763287,0.5268817204301075,0.4165550470863623,1.0243821740150452,0.5176848874598071,0.3690544588648591,0.5193871760923019,0.5176848874598071
2,0.9879120127721266,0.546236559139785,0.42540474847613696,1.0250495672225952,0.5048231511254019,0.37419720488102953,0.39312012977607835,0.5048231511254019
3,0.9848615445873954,0.5451612903225806,0.4253924384200007,1.0226824164390564,0.5080385852090032,0.3761348068965028,0.40400328503222394,0.5080385852090032
4,0.984576554460959,0.5444444444444444,0.4245301581971872,1.0257348418235779,0.5080385852090032,0.3680645693181328,0.41150292166518887,0.5080385852090032
5,0.9792262965982611,0.5440860215053763,0.42128201185637537,1.0184945702552795,0.5080385852090032,0.3722045758852217,0.4071252155272846,0.5080385852090032
6,0.9697501402009617,0.5473118279569893,0.43008192524321553,1.0301769495010376,0.5080385852090032,0.3591001349962367,0.42904784495633685,0.5080385852090032
7,0.9663715904409235,0.5501792114695341,0.4408934790352046,1.021637785434723,0.5048231511254019,0.34753363813648314,0.4282095182416726,0.5048231511254019
8,0.962560317733071,0.5523297491039426,0.44160070159383824,1.0054391384124757,0.5016077170418006,0.3761699723026965,0.37741592231029053,0.5016077170418006
9,0.9676242822950537,0.546236559139785,0.44668576446133473,1.012901508808136,0.5048231511254019,0.36191910141277583,0.398945697257062,0.5048231511254019
10,0.9632525538856332,0.5555555555555556,0.4488849299100009,1.0137557983398438,0.4983922829581994,0.36654129769064303,0.37384780278670954,0.4983922829581994
11,0.956274235790426,0.5544802867383513,0.45328266264287737,1.0047853589057922,0.5112540192926045,0.4085094157138625,0.39491867184613993,0.5112540192926045
12,0.9541052268310026,0.5541218637992832,0.45629890354194136,1.0099932909011842,0.4983922829581994,0.36654129769064303,0.37384780278670954,0.4983922829581994
13,0.9572467343373732,0.5491039426523298,0.4442934971838197,1.0134831070899963,0.5048231511254019,0.37031482625994994,0.39446088773868826,0.5048231511254019
14,0.949607560580427,0.5512544802867384,0.45606915079745297,1.018531620502472,0.5016077170418006,0.37590673092760624,0.38349264181381215,0.5016077170418006
15,0.9450181275606155,0.5559139784946237,0.45424689719110206,1.0160185813903808,0.4919614147909968,0.35539053184050434,0.3689686088097793,0.4919614147909968
16,0.9488309716636484,0.5505376344086022,0.4624611310476182,1.0166058897972108,0.5016077170418006,0.37226226499896914,0.38348683851981036,0.5016077170418006
17,0.9454254724762656,0.5602150537634408,0.4656274057683559,1.0168458461761474,0.5016077170418006,0.36842717006310205,0.3834811133846504,0.5016077170418006
18,0.9523238593881781,0.5551971326164875,0.46348554488546406,1.0154717326164246,0.5080385852090032,0.38999074555272395,0.3972249559761659,0.5080385852090032
19,0.9441903707655993,0.5534050179211469,0.4649428842937765,1.0226922392845155,0.4919614147909968,0.3738478459389258,0.4503603503714381,0.4919614147909968
20,0.9450666728344831,0.5551971326164875,0.4638528487859792,1.0034258365631104,0.5048231511254019,0.3971858748262052,0.4644363868554879,0.5048231511254019
21,0.9383665919303894,0.5501792114695341,0.4608738829158692,1.0170108556747437,0.4983922829581994,0.38270933556068526,0.45184887459807077,0.4983922829581994
22,0.9420636838132684,0.5548387096774193,0.4685088743709369,1.034881579875946,0.4855305466237942,0.39307339550467857,0.442237023426734,0.4855305466237942
23,0.9386676441539418,0.5602150537634408,0.47536494935377455,1.0228542685508728,0.49517684887459806,0.38756743126974363,0.44825689625994247,0.49517684887459806
24,0.9379509077830748,0.5594982078853047,0.4771937591050315,1.0033957600593566,0.5112540192926045,0.4082455891352003,0.5528196006406308,0.5112540192926045
25,0.940424763343551,0.557347670250896,0.47590966472358953,1.0048063039779662,0.5144694533762058,0.4138950527241912,0.5157091983147372,0.5144694533762058
26,0.9338969507000663,0.5609318996415771,0.48462370679543404,1.001224970817566,0.5080385852090032,0.39869651402732287,0.39471198248310724,0.5080385852090032
27,0.9284156073223461,0.556989247311828,0.48033394423816084,1.0048463463783264,0.4983922829581994,0.3778566204213002,0.38263665594855306,0.4983922829581994
28,0.9239514781670137,0.5598566308243728,0.48413717076250506,1.0012902736663818,0.5209003215434084,0.4299377809134947,0.5553487147665519,0.5209003215434084
29,0.9332657971165397,0.557347670250896,0.47621254466564894,1.00197514295578,0.5209003215434084,0.4412613039226893,0.5187703033855957,0.5209003215434084
30,0.9230668693780899,0.5637992831541219,0.4972121062569358,1.0144436478614807,0.5016077170418006,0.39968583974234906,0.4644617975807686,0.5016077170418006
31,0.9214130992239172,0.5670250896057347,0.49879487196483074,0.9968328595161438,0.5144694533762058,0.4140071166313257,0.5117633357556111,0.5144694533762058
32,0.9201615263115276,0.5641577060931899,0.49635396653099173,1.0057746410369872,0.5176848874598071,0.44042410315936137,0.51544374248979,0.5176848874598071
33,0.9167717410759493,0.5684587813620071,0.5037224336521523,1.0139125108718872,0.5112540192926045,0.4142032429839711,0.49878782532787946,0.5112540192926045
34,0.9138052057136189,0.5655913978494623,0.5036083656558497,1.0127118110656739,0.5080385852090032,0.418167508141614,0.46480251908096615,0.5080385852090032
35,0.920452281832695,0.5630824372759856,0.4947662776322059,1.0084169864654542,0.5144694533762058,0.43043125068766275,0.524252874351257,0.5144694533762058
36,0.9105330895293843,0.5734767025089605,0.5153695482024591,1.0012982130050658,0.5080385852090032,0.4297500673822286,0.4623129978478235,0.5080385852090032
37,0.9165333170782436,0.5691756272401434,0.5043085304220788,1.0050403118133544,0.5112540192926045,0.4152697762415862,0.4842392875522294,0.5112540192926045
38,0.9103136360645294,0.5688172043010753,0.504106579818122,1.0088228106498718,0.4983922829581994,0.40679573012893433,0.4558107487367938,0.4983922829581994
39,0.9081484634767879,0.582078853046595,0.5241343959131027,1.0012972950935364,0.5209003215434084,0.4238058603921021,0.5078416166091883,0.5209003215434084
40,0.9104057469151237,0.5666666666666667,0.5070927488257659,1.0108996868133544,0.5112540192926045,0.4130246316741494,0.40036747818098295,0.5112540192926045
41,0.9043590521270578,0.5724014336917562,0.5143977132664908,1.006006646156311,0.5144694533762058,0.41780370902264324,0.5124906891207291,0.5144694533762058
42,0.9044778550213034,0.5738351254480287,0.5109321864960775,1.0075648546218872,0.5080385852090032,0.40180587324986866,0.5008284098648884,0.5080385852090032
43,0.9022362340580333,0.5749103942652329,0.519098279477658,1.0101362228393556,0.4983922829581994,0.41856860415902813,0.4643061911069947,0.4983922829581994
44,0.9074023162776773,0.5731182795698925,0.5148811730598852,1.0180404543876649,0.5048231511254019,0.4090042917656096,0.4810544766503767,0.5048231511254019
45,0.9060255289077759,0.5698924731182796,0.5121086955343932,0.997436809539795,0.4919614147909968,0.40557188335760835,0.440285146177909,0.4919614147909968
46,0.9024440876462243,0.5802867383512544,0.5239224420636004,0.9976255178451539,0.5112540192926045,0.4487602986428467,0.48599890116818434,0.5112540192926045
47,0.9042484299703077,0.568100358422939,0.5210499794865688,1.0089621067047119,0.5112540192926045,0.39517477974069615,0.4033156251456265,0.5112540192926045
48,0.8989524678750471,0.5709677419354838,0.5115440504896348,0.9921770095825195,0.5176848874598071,0.4462037937137017,0.5075569209940508,0.5176848874598071
49,0.8874481523578818,0.5867383512544803,0.5296475891851081,1.0029173374176026,0.4855305466237942,0.4187000383303061,0.43793487285728305,0.4855305466237942
50,0.8898327499628067,0.5867383512544803,0.5413216564611293,0.9980770111083984,0.5048231511254019,0.42626058507324216,0.4902961020051356,0.5048231511254019
51,0.8896671641956676,0.5799283154121864,0.5259345494393967,0.9935388326644897,0.5144694533762058,0.44112356532155717,0.48024626735462,0.5144694533762058
52,0.8864419934424487,0.5817204301075268,0.5284324929355881,0.9973560214042664,0.5016077170418006,0.4089940275585516,0.46159872877783076,0.5016077170418006
53,0.8845652517947283,0.5856630824372759,0.5379255410481759,0.9975886106491089,0.49517684887459806,0.41131239030647404,0.4588250363748034,0.49517684887459806
54,0.8808605142615058,0.5863799283154122,0.5379358763252187,1.0024333238601684,0.4919614147909968,0.41225526472537305,0.4490054110822032,0.4919614147909968
55,0.8870619589632208,0.5845878136200717,0.5358961114886824,0.993426525592804,0.5144694533762058,0.438215662270693,0.4935751575929775,0.5144694533762058
