Fold,Epoch,Train Loss,Train Acc,Train F1,Val Loss,Val Acc,Val F1,Val Precision,Val Recall
1,1,0.9629046889238579,0.5436785845927018,0.4571074766287887,0.9266835689544678,0.5761589403973509,0.5395009506309894,0.5832535885167464,0.5761589403973509
1,2,0.876334990179816,0.5886472539624032,0.563695264376732,0.841666066646576,0.6390728476821192,0.634132686648624,0.6428319444004351,0.6390728476821192
1,3,0.8178818267445231,0.6144489495023959,0.5975937987661707,0.7831298828125,0.6854304635761589,0.685528162956216,0.6870711386455886,0.6854304635761589
1,4,0.7821168747059134,0.6387762624401032,0.6297185136181592,0.7756095290184021,0.6754966887417219,0.6726304986827336,0.6829325250187439,0.6754966887417219
1,5,0.7550039790397467,0.6649465536306671,0.654341811494945,0.7189050555229187,0.7152317880794702,0.7128836636112077,0.7202751269725892,0.7152317880794702
1,6,0.7349132895469666,0.6708440840398083,0.6625508400641902,0.7257441997528076,0.6854304635761589,0.6852977436830796,0.6933047755445453,0.6854304635761589
1,7,0.7056948140610096,0.6881680796166605,0.6824428320915803,0.7369584918022156,0.6986754966887417,0.6964791197218685,0.707866693852418,0.6986754966887417
1,8,0.7053866816121478,0.6859565057132326,0.6804752632979215,0.732290506362915,0.6688741721854304,0.6697180724215256,0.6828368710998567,0.6688741721854304
1,9,0.6784074271834174,0.7040176925912274,0.699074668873878,0.7113031268119812,0.6788079470198676,0.6789780590746642,0.690995123785984,0.6788079470198676
1,10,0.6650040898212167,0.7172871360117951,0.7138310837020341,0.7371042132377624,0.652317880794702,0.650910742542343,0.6723673023293204,0.652317880794702
1,11,0.6493887679521427,0.7139697751566532,0.709607301078271,0.6974586248397827,0.695364238410596,0.6973050720565791,0.7158161277756135,0.695364238410596
1,12,0.6382062650004099,0.7117582012532252,0.7076266011761013,0.6901999354362488,0.7019867549668874,0.7029374663772794,0.7058142149158855,0.7019867549668874
1,13,0.6298203017822531,0.7165499447106524,0.7130561192109417,0.675599730014801,0.6854304635761589,0.6777784374897132,0.6906653766180695,0.6854304635761589
1,14,0.6102209375348202,0.7312937707335053,0.7285200690522635,0.6495464265346527,0.7185430463576159,0.7192719431780631,0.7211573600802011,0.7185430463576159
1,15,0.5982587801855664,0.7412458532989311,0.7382463593510036,0.6370360732078553,0.7119205298013245,0.7120309050772626,0.7122658565667763,0.7119205298013245
1,16,0.593716983185258,0.7430888315517877,0.7397685237456751,0.6800934553146363,0.7152317880794702,0.715241126682152,0.7202277063206958,0.7152317880794702
1,17,0.5854688418465991,0.7441946185035017,0.7409396579618737,0.6968551754951477,0.695364238410596,0.6955130958554816,0.7063472521333911,0.695364238410596
1,18,0.5617808789707893,0.7629929966826391,0.7606810114991164,0.6496266841888427,0.7185430463576159,0.7191217589146798,0.7248179165645812,0.7185430463576159
1,19,0.5514797214851823,0.7615186140803538,0.7595477249974106,0.6346585571765899,0.7185430463576159,0.7192824097056527,0.7223441483991306,0.7185430463576159
1,20,0.5514458542646363,0.7644673792849245,0.7617656176108736,0.7450314283370971,0.6920529801324503,0.6923631278022294,0.706346578366446,0.6920529801324503
1,21,0.5375663589599521,0.7626244010320679,0.7606302030254563,0.6254179120063782,0.7350993377483444,0.735128298794852,0.735240823097989,0.7350993377483444
1,22,0.5198242255421572,0.7795798009583487,0.7776718046993834,0.7016914248466491,0.6920529801324503,0.6933310543985143,0.7151876612703802,0.6920529801324503
1,23,0.5088369326536045,0.7792112053077773,0.7773318053851596,0.6080607831478119,0.7450331125827815,0.7445135742692263,0.7449891444561817,0.7450331125827815
1,24,0.5044482974118965,0.7792112053077773,0.777910051577703,0.6106531500816346,0.7516556291390728,0.750337641487551,0.7512371053588893,0.7516556291390728
1,25,0.4914744343868522,0.7810541835606339,0.7790099040428045,0.7086514592170715,0.7052980132450332,0.7043570624167333,0.7146641275459771,0.7052980132450332
1,26,0.487360103878864,0.794692222631773,0.7931231177420646,0.6560710310935974,0.7251655629139073,0.7245111836812062,0.7250621306847801,0.7251655629139073
1,27,0.4798051985197289,0.8002211573903428,0.7988873629531494,0.6585159242153168,0.7483443708609272,0.7478069374372878,0.751836792945586,0.7483443708609272
1,28,0.47114680187646735,0.8005897530409141,0.7996035561020146,0.6235879123210907,0.7450331125827815,0.7440530869472335,0.744353433160808,0.7450331125827815
1,29,0.4789243680100108,0.8016955399926281,0.8001335651933879,0.6911175131797791,0.7384105960264901,0.7389699843351242,0.7493527995183623,0.7384105960264901
1,30,0.4571949243545532,0.8064872834500553,0.805154871842125,0.6723023414611816,0.7549668874172185,0.7557913076298217,0.7647230735160988,0.7549668874172185
1,31,0.4259928956974384,0.8297088094360486,0.8291740485537503,0.6878288090229034,0.7516556291390728,0.7500569044096734,0.7517952213998181,0.7516556291390728
1,32,0.45462264571078986,0.807224474751198,0.8061309936164707,0.7528672456741333,0.7218543046357616,0.7221090479014791,0.7365376012915964,0.7218543046357616
1,33,0.43609112015990326,0.8201253225211943,0.8194058267355996,0.8167118310928345,0.7019867549668874,0.7013522571044271,0.7120529242269348,0.7019867549668874
1,34,0.403388159912686,0.8330261702911905,0.8319671651393067,0.7794291973114014,0.7152317880794702,0.7166559125649317,0.7316349877366726,0.7152317880794702
1,35,0.42605054655740426,0.8101732399557685,0.8095743594179018,0.7585424482822418,0.7317880794701986,0.733989185690845,0.7516905867044726,0.7317880794701986
1,36,0.3941573930341144,0.8271286398820494,0.8266000891285892,0.6630480289459229,0.7450331125827815,0.7443915143391476,0.7458631171379515,0.7450331125827815
1,37,0.3803659019082092,0.8359749354957612,0.8354479021042004,1.0225860118865966,0.652317880794702,0.6403551097545198,0.675493122609905,0.652317880794702
1,38,0.39855944902397866,0.8337633615923332,0.8330652791556253,0.796066963672638,0.7350993377483444,0.7322269777463221,0.7385846546593839,0.7350993377483444
1,39,0.3841375660064609,0.8440840398083302,0.8436055511098833,0.7102762460708618,0.7549668874172185,0.7549464724994642,0.7568121014008083,0.7549668874172185
1,40,0.3486932886894359,0.8599336527828971,0.859469877155751,0.6857999801635742,0.7450331125827815,0.7454366666562589,0.74902697330916,0.7450331125827815
1,41,0.3206530182167541,0.8603022484334685,0.8599862352079005,0.7500340580940247,0.7251655629139073,0.723149459607753,0.7318407505986951,0.7251655629139073
1,42,0.32401231173859085,0.8673055657943236,0.8670412270901537,0.75618816614151,0.7516556291390728,0.7520852605462899,0.7577259334201287,0.7516556291390728
1,43,0.31191708459410555,0.8647253962403244,0.8645379870885317,0.8117396354675293,0.7350993377483444,0.7342503473396716,0.7426308271653032,0.7350993377483444
1,44,0.2958300342393476,0.877994839660892,0.8777586641059685,0.8172101736068725,0.7218543046357616,0.7224410076933883,0.7307703843520869,0.7218543046357616
1,45,0.2929369129760321,0.8835237744194618,0.8831579726777089,0.835289466381073,0.7251655629139073,0.7236280723674073,0.7261333461304668,0.7251655629139073
1,46,0.2845769621605097,0.8783634353114633,0.8780491847166538,0.7549201369285583,0.7516556291390728,0.7508923334502263,0.7526821476423547,0.7516556291390728
1,47,0.27625166780726856,0.8912642830814597,0.8910880293436351,0.8093598127365113,0.7350993377483444,0.7353322819211164,0.7373496418434924,0.7350993377483444
1,48,0.27448786136715914,0.8861039439734612,0.8858538260512464,0.798101282119751,0.7152317880794702,0.7140706108179793,0.720765085699001,0.7152317880794702
1,49,0.2865246776924577,0.8849981570217471,0.8848493920300564,0.9622772336006165,0.7019867549668874,0.6946627823645793,0.7252169072092822,0.7019867549668874
