Epoch,Train Loss,Train Acc,Train F1,Val Loss,Val Acc,Val F1,Val Precision,Val Recall
1,0.6370874751697887,0.6391789701116313,0.628346930076241,0.6251524925231934,0.6731391585760518,0.6714582873759917,0.6874157734655646,0.6731391585760518
2,0.5690409832380035,0.7021966150522146,0.6951590516843354,0.569556725025177,0.7572815533980582,0.7575311877347009,0.7585577124198433,0.7572815533980582
3,0.5339727591384541,0.7241627655743608,0.7188853904136839,0.5234261751174927,0.7216828478964401,0.7170981661272923,0.7267140966681079,0.7216828478964401
4,0.5102230276573788,0.7472092185812027,0.7434378987109053,0.4953658878803253,0.7669902912621359,0.7646361048251697,0.7702951943151923,0.7669902912621359
5,0.4983965917067094,0.7623334533669427,0.7592015382075407,0.564430582523346,0.7313915857605178,0.7262205146842498,0.738622117262894,0.7313915857605178
6,0.4850154403935779,0.7698955707598127,0.7678067885775101,0.5578157126903533,0.7249190938511327,0.7129323451825492,0.7490503172786953,0.7249190938511327
7,0.45619563419710507,0.7806985956067699,0.778789598015227,0.4963529586791992,0.7766990291262136,0.7760615727434738,0.7767548264702601,0.7766990291262136
8,0.4562578018416058,0.7857400072020165,0.782984574701847,0.5544848263263702,0.7119741100323624,0.7064292265891353,0.7179363829849268,0.7119741100323624
9,0.4503386013887145,0.7857400072020165,0.7847196767241827,0.5058944225311279,0.7508090614886731,0.7477397145247355,0.7548490014299026,0.7508090614886731
10,0.42996293848211115,0.8033849477853799,0.8023066338868503,0.6134299457073211,0.6957928802588996,0.6710568752184174,0.7457506136874054,0.6957928802588996
11,0.42083385248075833,0.8055455527547714,0.8036884889478038,0.4711039185523987,0.7799352750809061,0.7801612615743472,0.7835909389453944,0.7799352750809061
12,0.4177874841473319,0.8062657544112352,0.8057902811382616,0.49129807353019717,0.7475728155339806,0.7446557063144196,0.7510556326090306,0.7475728155339806
13,0.40754118764942343,0.8077061577241628,0.8069540205539036,0.45036519765853883,0.7928802588996764,0.7929630022781647,0.7931122546807801,0.7928802588996764
14,0.3964900638569485,0.8267915016204537,0.8261789837280837,0.5049397230148316,0.7799352750809061,0.773038357472545,0.8010015329586102,0.7799352750809061
